id,title,year,doi,n_citation,degree_centrality,betweenness_centrality,closeness_centrality,doc_type,reference_count,references
542,Reality far radio claim.,2024,https://doi.org/10.1000/181302,134,0.0015007503751875936,0.0005992801640625552,0.13084293342843673,Conference,37,1757;1293;181
543,How floor make agent deal.,2005,https://doi.org/10.1000/663384,152,0.0025012506253126563,0.0026558173536145335,0.12457956620586716,Conference,34,1944;776;617;1190;1297;947;438
544,Series medical action between.,2019,https://doi.org/10.1000/625323,97,0.002001000500250125,0.0013480661957678242,0.1429434057599769,Conference,35,901;1475;411;934;282;499;1345
545,East glass born executive production audience.,1990,https://doi.org/10.1000/172011,228,0.0025012506253126563,0.0004669764799829829,0.14850875182766418,Conference,4,704
546,His concern degree building size off.,2008,https://doi.org/10.1000/827097,455,0.0025012506253126563,0.0008631168192648286,0.1396089577933799,Journal,39,1977;970;1074;156;132
547,Pattern challenge traditional.,1998,https://doi.org/10.1000/573404,361,0.00400200100050025,0.008832434907542461,0.16221037147520648,Conference,27,1946;906;548;249;1777;1422;356;451;789;1794
548,She second remember.,2021,https://doi.org/10.1000/177492,85,0.0035017508754377185,0.0022308376787086724,0.130391817093993,Journal,45,1791;225;86;405;1140;429;1434
549,Allow well down yourself drive beat.,1990,https://doi.org/10.1000/336252,29,0.0025012506253126563,0.0009758627440230389,0.14360165217525553,Conference,16,875;1737;1353;653;1832
550,Boy these need.,2014,https://doi.org/10.1000/652717,361,0.002001000500250125,0.0,0.0,Conference,15,142;498;580;1800;1434
551,Recently middle radio that agency.,2013,https://doi.org/10.1000/446984,97,0.002001000500250125,0.001250988621968798,0.14259937830929104,Journal,34,501;105;298;1094;591;145;1563
552,Beautiful people catch question cell difference.,1997,https://doi.org/10.1000/433806,309,0.002001000500250125,0.0029064854290618706,0.14398552050427807,Journal,3,216;274
553,Look performance those specific.,2009,https://doi.org/10.1000/400530,282,0.0025012506253126563,0.0011546722813303813,0.13369697259310362,Journal,1,828;839;624;486;1597;864;767
554,Perform soon visit experience site media.,2008,https://doi.org/10.1000/498569,255,0.00400200100050025,0.0016891455365508345,0.12419656586258472,Journal,46,1137;1095
555,Head have long.,2003,https://doi.org/10.1000/705925,276,0.0025012506253126563,4.8381461310147876e-06,0.09376984862973796,Journal,29,123;641;1211;810;1532
556,Senior pass assume law.,1993,https://doi.org/10.1000/638306,72,0.0005002501250625312,0.0,0.0,Journal,25,1724;923;335;293;838;825;1879;1090
557,High identify give.,2019,https://doi.org/10.1000/886329,449,0.003001500750375187,0.0011845073902848563,0.13570783712210358,Journal,13,114;1263;438;1735;138;1430;1281;612;108;769
558,Support letter agent.,2016,https://doi.org/10.1000/901325,213,0.004502251125562781,0.002946664311170092,0.1545384498891769,Journal,45,1617;743;1870;1544;1805
559,Leg budget south.,1995,https://doi.org/10.1000/240431,288,0.0025012506253126563,0.0022664246442802385,0.1354493066086499,Conference,12,1323;486
560,Discussion behavior treatment economy and commercial.,1999,https://doi.org/10.1000/513688,428,0.002001000500250125,0.0021126009104475464,0.15429698356122507,Conference,25,855;80;1396;1791;53
561,Study matter case.,2009,https://doi.org/10.1000/462402,305,0.002001000500250125,0.002098213771207131,0.12428340446268443,Journal,41,486;455;1493;1093;727;247;1995
562,Father along past teach control floor.,1998,https://doi.org/10.1000/958538,208,0.0050025012506253125,0.006180136910051456,0.1562501099354178,Conference,27,777;571
563,Apply improve citizen knowledge girl culture.,1992,https://doi.org/10.1000/826298,294,0.003001500750375187,0.0024060384452199678,0.134863524326655,Conference,9,333
564,Citizen onto make president.,2005,https://doi.org/10.1000/117237,22,0.003001500750375187,0.0036733399985889657,0.14639278954252288,Journal,8,1224;1854;449;1832;1203;36;844
565,Out tend article yard evening opportunity.,1990,https://doi.org/10.1000/688431,417,0.003001500750375187,0.0046020815955189745,0.15515897788279615,Conference,19,468;410;912;1796;1733;747;931;670;1243;85
566,Argue identify industry alone.,1996,https://doi.org/10.1000/515882,8,0.0015007503751875936,0.0,0.0,Journal,19,869;1805;1920;1179
567,Foreign player culture.,2025,https://doi.org/10.1000/504472,176,0.005502751375687844,0.009183565509964284,0.15559359686846225,Conference,20,205;1710;1831
568,Step must true walk ahead decision.,2000,https://doi.org/10.1000/292576,298,0.004502251125562781,0.002296033194303969,0.14680386939422801,Conference,26,942;1236;952;695;464;922;1945;149
569,Five mind pattern present operation play.,2018,https://doi.org/10.1000/758763,34,0.0050025012506253125,0.002653649631108948,0.13249114867511275,Journal,26,712;147;1915;1980;1754;44;255;597;4
570,Care field join specific.,2022,https://doi.org/10.1000/598287,478,0.0025012506253126563,0.0022409361929999444,0.12306156539914932,Conference,34,697
571,Way ok father.,2023,https://doi.org/10.1000/969482,243,0.004502251125562781,0.007700935327833318,0.1608744004548206,Journal,35,465;313;1140;803;14;1934
572,Tough artist view growth around.,2024,https://doi.org/10.1000/325640,175,0.0035017508754377185,0.0035892304645919492,0.1473637249730818,Conference,17,443;231;1152;1897;1960;1924
573,Personal run standard pay risk.,2019,https://doi.org/10.1000/403695,205,0.003001500750375187,0.003021264629330257,0.14282854565088893,Conference,24,1662;46;1398;479;275;641;1289;1977
574,Simple include as scene marriage beat.,2007,https://doi.org/10.1000/961708,407,0.0025012506253126563,0.0006865221208503966,0.1479648090090163,Conference,26,1422
575,Will begin agreement.,1995,https://doi.org/10.1000/707572,223,0.003001500750375187,0.002317020270824539,0.1401704321918865,Conference,19,723
576,Member factor idea process pay laugh.,2022,https://doi.org/10.1000/192726,284,0.0025012506253126563,0.0031406115342044274,0.15290333338712367,Conference,12,1014;7;1552;124;1778;1282
577,Although song race eye individual.,2019,https://doi.org/10.1000/792472,449,0.0010005002501250625,0.00017459995504573347,0.12385905167760525,Conference,48,219;1280;119;248;685;336
578,Interest benefit data seek maybe.,1994,https://doi.org/10.1000/968792,123,0.0035017508754377185,0.007492061011179537,0.14848394040809562,Conference,20,757
579,Picture arm recently us president world.,2016,https://doi.org/10.1000/996795,71,0.003001500750375187,0.001254463322425408,0.15038081646576248,Journal,6,1588;1340;1032;251;445;1685;1365;23;383
580,Within son local today.,2011,https://doi.org/10.1000/508935,367,0.0050025012506253125,0.006998111253856702,0.1485708166687824,Journal,12,873;832;487;777;1725;791;407;683;877;830
581,To usually present.,2006,https://doi.org/10.1000/975876,282,0.006503251625812906,0.02034093088725219,0.17289186369276457,Conference,47,823;1346;1105;684;1288;1244;1394;1768
582,Listen step base.,1991,https://doi.org/10.1000/603248,214,0.0025012506253126563,0.001968990893905707,0.12056577702131945,Journal,22,1702;1010;1048;1264;1000;973;293;528;1874
583,Policy board boy hold.,2011,https://doi.org/10.1000/856400,409,0.0035017508754377185,0.004389094599477566,0.1385317785539173,Journal,38,1672;1309;1062;874;125;150;1186;1751
584,Attack class eat popular page.,2003,https://doi.org/10.1000/168744,443,0.0035017508754377185,0.0006990503344072288,0.14821156096267096,Conference,23,196;1142;1578;1620;1618
585,Score increase remember also sport.,2019,https://doi.org/10.1000/379714,106,0.002001000500250125,0.0010729744902629949,0.1259924334154602,Journal,1,1325
586,Difference everyone war several.,2024,https://doi.org/10.1000/871319,395,0.00400200100050025,0.004833551659252088,0.1371846299780283,Journal,38,534;706;137;1893;1556;511;1953;1208;597
587,Glass force later million.,1994,https://doi.org/10.1000/255411,65,0.0025012506253126563,0.0019782308746235156,0.14814979585141796,Conference,47,1983;538;1993;34
588,Radio treatment lose drop.,2001,https://doi.org/10.1000/271873,486,0.00400200100050025,0.0016692095762461698,0.1415095335264161,Conference,44,118;639;356;52;17;207
589,Care half story father culture.,1991,https://doi.org/10.1000/347304,211,0.0025012506253126563,0.001306149542767852,0.13488399230727824,Journal,42,657;16;1207;871;1289;1071;1981;1642;1379
590,Billion represent city writer forward none.,2018,https://doi.org/10.1000/881135,155,0.002001000500250125,0.0012898719196312441,0.1109551342462742,Conference,6,870;894
591,Personal still teacher lead later blue.,1992,https://doi.org/10.1000/480027,478,0.004502251125562781,0.005354597906898468,0.16209203452720342,Conference,15,944;77;993;668;1430;854
592,Its factor present drop long.,2001,https://doi.org/10.1000/732008,221,0.00400200100050025,0.00643342393507023,0.1478786398190776,Conference,49,1910;1802;1842;1535;213;358;502;1902;304
593,Could boy interest couple cell.,1993,https://doi.org/10.1000/793917,435,0.0050025012506253125,0.00528863562910553,0.15543032971539986,Journal,30,1736;1467;1278;1697;547;811
594,True later food.,1990,https://doi.org/10.1000/540506,22,0.004502251125562781,0.001312643791250245,0.12179671444602663,Conference,6,713;1625;361;146;680;1432
595,Herself fast there son because business.,1995,https://doi.org/10.1000/293006,34,0.0025012506253126563,0.003964754446673064,0.1431275666821252,Journal,47,1748;1677;1214;1324;1771
596,Knowledge owner true.,2018,https://doi.org/10.1000/351744,63,0.0005002501250625312,0.0,0.0,Conference,10,500;1381;1531;75;1536;1431;1749;548;652;1712
597,Interest still positive voice.,2024,https://doi.org/10.1000/355274,53,0.003001500750375187,0.0007262659166225332,0.11982615954060352,Journal,1,979;1646
598,Cause college nearly generation.,2022,https://doi.org/10.1000/611978,259,0.00400200100050025,0.0030734414359835584,0.12524670593470355,Journal,36,1090;432;562;470;689;957
599,Present social condition writer.,1994,https://doi.org/10.1000/624703,158,0.0025012506253126563,0.0008318753389388121,0.12971621182407594,Conference,34,805;436;36;1913;1761;273;920;954;827
600,Simple agree newspaper space word.,2001,https://doi.org/10.1000/554411,165,0.003001500750375187,0.00310141109846518,0.15545751710908806,Conference,14,1274;52
601,True scientist let admit yourself.,2021,https://doi.org/10.1000/668131,88,0.004502251125562781,0.006680633854553628,0.15619518898289217,Journal,2,1094
602,Democratic level nor check gas take.,2007,https://doi.org/10.1000/214207,414,0.004502251125562781,0.0048142280697670865,0.14518510582580355,Journal,2,1265;569;391
603,She traditional cold without side goal.,1998,https://doi.org/10.1000/789879,388,0.0035017508754377185,0.004553552412903713,0.1465738641564536,Conference,35,1728
604,But herself today.,2006,https://doi.org/10.1000/654835,167,0.003001500750375187,0.0029130110026552394,0.1270097356645454,Conference,15,586;1009
605,Democratic learn service capital.,2018,https://doi.org/10.1000/745237,173,0.0015007503751875936,0.0014297517746737912,0.13579077544883977,Conference,16,1285;487;269;527;506;495;1831
606,Song TV knowledge he your.,2018,https://doi.org/10.1000/812101,291,0.00400200100050025,0.004012825148289679,0.1495332085997571,Conference,38,966;1766;1908;131;1076;1466;183
607,Know serious deep.,2015,https://doi.org/10.1000/466439,373,0.0015007503751875936,0.0010877771387111021,0.13615482578516375,Conference,12,1175;1110;1178;1494
608,Help your heart.,1999,https://doi.org/10.1000/839848,476,0.00400200100050025,0.005900282911827901,0.1371105562037421,Journal,17,656;1072;1660;1307
609,Teach painting data.,2002,https://doi.org/10.1000/652246,261,0.0010005002501250625,0.000241435746688373,0.12240901113045334,Conference,1,1250;431;375
610,Approach themselves talk simply chair.,1990,https://doi.org/10.1000/526002,439,0.003001500750375187,0.003400096684075275,0.1441022497466812,Journal,30,342;1354;448;1376
611,True third kitchen recognize doctor else.,1998,https://doi.org/10.1000/403987,230,0.004502251125562781,0.005170071219445504,0.14564907002829502,Conference,46,1570;821
612,Method claim similar away night travel.,2014,https://doi.org/10.1000/349974,199,0.00400200100050025,0.002235891756060336,0.13816566269920816,Conference,23,873;1498;437;1443;1003;852;1369
613,Mr address lose individual.,2019,https://doi.org/10.1000/842662,205,0.00400200100050025,0.0015223343527373423,0.169414911420636,Journal,3,1784;833;486;1189;496;616;1528;959;457
614,Food usually bag book think.,2020,https://doi.org/10.1000/164850,380,0.002001000500250125,0.0012999035806064453,0.12788698831752737,Conference,45,1347;1844;1222;1951;898;1424;1755;151
615,They approach task police.,2020,https://doi.org/10.1000/979655,60,0.002001000500250125,0.0,0.13818340404185164,Conference,31,702;1821;1036;770
616,Market south left garden strategy investment.,2003,https://doi.org/10.1000/926468,43,0.00400200100050025,0.002944188960700645,0.12925401764291106,Journal,47,832;723
617,Send serious gun side treat international.,2009,https://doi.org/10.1000/839272,166,0.00400200100050025,0.0028004498050752686,0.1360297888287528,Journal,30,90;1906;307;1916
618,Story cell order.,2017,https://doi.org/10.1000/555674,161,0.002001000500250125,0.0005354771978279809,0.1324417890339999,Conference,31,101;490
619,Guy on he your.,2007,https://doi.org/10.1000/615737,473,0.00400200100050025,0.0043868336944666,0.13498642547276068,Journal,48,1075;1425;39;1530
620,Another which her truth.,2022,https://doi.org/10.1000/449228,455,0.004502251125562781,0.002333448224942528,0.1431275666821252,Conference,25,809;582;13;242;1616;1662
621,Myself seek reason save push including.,2009,https://doi.org/10.1000/359350,156,0.004502251125562781,0.0037312898443999432,0.14710760991685118,Conference,26,1872;632;1915;1268;679;1242;1772;212;1454
622,Herself land almost let operation.,2016,https://doi.org/10.1000/109600,44,0.003001500750375187,0.0026529813960364983,0.1385101886250536,Conference,9,926;1030;1214;177;1929;1367;1707
623,Race decide deep receive.,1997,https://doi.org/10.1000/767010,192,0.003001500750375187,0.0031667102292884585,0.1502664004248299,Journal,9,1278;311;1449;1655;1819;589
624,Visit perhaps outside pass.,1992,https://doi.org/10.1000/347977,363,0.004502251125562781,0.0024630778034374027,0.14350890122923565,Journal,9,1904;359;1839;1777;1223;192
625,Paper cost message science change store.,2023,https://doi.org/10.1000/352275,22,0.00400200100050025,0.002808182223660777,0.13930260584837875,Journal,5,113;253;1380;1136;701;1711;882;932
626,Arrive almost site.,2008,https://doi.org/10.1000/545924,336,0.004502251125562781,0.002291870472447689,0.13897586009580243,Journal,23,424;1646
627,Deal many hotel.,1993,https://doi.org/10.1000/590924,284,0.003001500750375187,0.004001558778992299,0.15382961926657834,Journal,13,1552;1800;1775;450
628,Recognize so protect well girl positive.,2023,https://doi.org/10.1000/238088,452,0.0015007503751875936,0.00036593270710329266,0.12391085748520828,Journal,16,1503;1422;1180;662;389
629,Study decide effort such.,2010,https://doi.org/10.1000/833674,71,0.0035017508754377185,0.0038123354240563166,0.14963391283991184,Journal,9,1906;683;112
630,Career artist alone any.,2017,https://doi.org/10.1000/634081,61,0.0015007503751875936,0.0,0.0,Journal,44,1012;1018;663;338;1309;175;180;1078;1794
631,Wish pressure suggest my star.,1994,https://doi.org/10.1000/870036,113,0.0035017508754377185,0.0016826950667236814,0.14586420897959237,Journal,40,1632;1869;1671;971;585;1043
632,Environment final stop lot.,1994,https://doi.org/10.1000/171236,207,0.00400200100050025,0.001854551282607692,0.13455724834408123,Journal,17,601;1525
633,Nothing late growth whom herself.,2003,https://doi.org/10.1000/757970,387,0.003001500750375187,0.004027969839530589,0.14389227318265302,Journal,2,1581;1524
634,Treatment seat capital.,2024,https://doi.org/10.1000/351644,130,0.0010005002501250625,0.0,0.11436388545837929,Conference,5,1202
635,Chance act executive.,2020,https://doi.org/10.1000/683077,435,0.0010005002501250625,0.0,0.12534430077817157,Journal,11,371
636,Letter voice gun name statement factor.,1992,https://doi.org/10.1000/149348,100,0.003001500750375187,0.003259450331674956,0.12799749770471036,Conference,42,899;1877;1313;1999;224;1052;989;1670;988
637,Whole military out call.,1997,https://doi.org/10.1000/805366,172,0.003001500750375187,0.0023253745919587423,0.15515897788279615,Conference,15,612
638,Medical garden will.,1995,https://doi.org/10.1000/373617,256,0.003001500750375187,0.005442128753874324,0.14043622111284765,Conference,34,1914;767;1801
639,Bed quickly clear.,2004,https://doi.org/10.1000/208311,294,0.0025012506253126563,0.0010629241193052513,0.13545962891520447,Conference,11,595;1112;1907;1829;160;393;875
640,Fear old ground act.,1991,https://doi.org/10.1000/594408,204,0.0005002501250625312,0.0,0.12958908264852695,Journal,31,1335;83
641,Least partner woman because building hot allow.,1990,https://doi.org/10.1000/579999,263,0.0025012506253126563,0.0,0.14468919286444326,Journal,21,1045;679
642,Side himself if teacher opportunity there.,2021,https://doi.org/10.1000/851341,365,0.0015007503751875936,0.0004963118172500641,0.12843217128795612,Conference,13,1660;71
643,Clear everyone especially painting.,2025,https://doi.org/10.1000/105596,425,0.0015007503751875936,0.00016096764470951568,0.13116154446762934,Conference,18,1069;1584;51;1308;22;1866
644,Remain there report.,1999,https://doi.org/10.1000/412830,57,0.0035017508754377185,0.003178057695356128,0.13582190346338446,Conference,20,1322;571;826;1796;513;273;367;948
645,Mention short star pretty.,2011,https://doi.org/10.1000/189097,218,0.0025012506253126563,0.0007505407393216807,0.13990564743213796,Conference,20,89;773;832;625;640;1705;1925;1644;48;1987
646,Area rather city tax president.,2022,https://doi.org/10.1000/116377,187,0.0025012506253126563,0.003777784417018949,0.13586342968931536,Journal,18,23;1065
647,Agreement power my.,2003,https://doi.org/10.1000/484920,309,0.00400200100050025,0.003576529104904972,0.15279818195008277,Journal,23,1388;1507;1999;1196
648,Sing reason four.,2004,https://doi.org/10.1000/368383,24,0.0015007503751875936,0.0006981802786423889,0.1338278309460407,Journal,26,1442;109
649,Paper front stock design.,2003,https://doi.org/10.1000/245497,181,0.0035017508754377185,0.001049182513934498,0.1543639818172221,Conference,40,1696;1102;114;913;1842;425
650,Recently order answer trip tonight.,1995,https://doi.org/10.1000/526710,65,0.0010005002501250625,7.047793996824068e-05,0.10852981137045505,Journal,21,1024
651,Focus time remain whose six floor.,2014,https://doi.org/10.1000/997017,354,0.00400200100050025,0.003292994480517209,0.1508018368223732,Conference,1,931;685;654;1290
652,Many trial occur beat.,2010,https://doi.org/10.1000/748017,429,0.002001000500250125,0.0008691288168658287,0.13563534915111122,Conference,46,1154;1689;1903;1508;1967
653,Study soon should data.,1992,https://doi.org/10.1000/932911,346,0.0025012506253126563,0.0012125034249830754,0.13304650079530783,Journal,48,1794
654,Listen table do.,2021,https://doi.org/10.1000/130551,140,0.002001000500250125,0.0006713318349098399,0.15062293455006462,Journal,7,1689;603;1397;531;1011;509
655,Tell their born.,2014,https://doi.org/10.1000/709850,458,0.00400200100050025,0.005046059534862248,0.14542266633603146,Journal,37,524;1164;923;1714;208;1073;1844;1010;172
656,Popular reflect lose.,2013,https://doi.org/10.1000/187933,189,0.0025012506253126563,0.0026470304350399553,0.13574929361732951,Conference,30,1434;446;1717;1618;458
657,Yeah seat fish deep ball lawyer.,2025,https://doi.org/10.1000/289331,216,0.004502251125562781,0.006395428398000255,0.15460565805212775,Journal,15,1109;89;1965;1174
658,Inside former race magazine minute product.,2020,https://doi.org/10.1000/881211,492,0.0010005002501250625,0.0,0.15034961502720098,Journal,25,1900;1962;1336;1151
659,War picture skill include.,2009,https://doi.org/10.1000/491891,139,0.002001000500250125,0.0019622960620060996,0.14026998505565916,Journal,20,445;1599;98;1270;1171;616;830;1899;168
660,Best fund walk sit decade.,2021,https://doi.org/10.1000/714202,358,0.0025012506253126563,0.0,0.16523239798002817,Conference,7,1206;1545;242;933;384
661,Exactly term team drop foot.,2012,https://doi.org/10.1000/991914,438,0.003001500750375187,0.0011458989813363085,0.1450547780826924,Journal,31,1600;1156;837;569;93;1916;1050;864;737;1898
662,Character social story.,2017,https://doi.org/10.1000/564683,324,0.0010005002501250625,0.0,0.0,Journal,28,103;1089;1844;215;1913
663,Much appear serve campaign today heart.,2017,https://doi.org/10.1000/483696,481,0.004502251125562781,0.004601654586562763,0.14832286804283318,Journal,1,1973;677;1437;735;1749;898;1924;520
664,Simple prepare shoulder into.,2019,https://doi.org/10.1000/680929,386,0.002001000500250125,0.0012782217669863258,0.13817640318915678,Conference,37,60;1751;1308;126;1571;898;11
665,Cup a well security her.,1991,https://doi.org/10.1000/178790,450,0.0010005002501250625,0.0,0.142796540714784,Journal,39,526
666,Need ask certain.,2013,https://doi.org/10.1000/175560,132,0.0005002501250625312,0.0,0.10075808005928219,Journal,8,1762;430;1102;6;90;45;346;182;270
667,Turn run article only significant weight.,2017,https://doi.org/10.1000/564542,196,0.0025012506253126563,0.0022271870094474192,0.15057189755402903,Conference,14,1402;1887;1942;914;829;1359;1633;1336;242;432
668,Fight pass more money street.,2013,https://doi.org/10.1000/987996,236,0.003001500750375187,0.001087638332980006,0.12092667872816605,Conference,50,1492;584;238;353;293;539;1750;968;1529;1270
669,Either half move onto.,2013,https://doi.org/10.1000/899178,364,0.002001000500250125,0.002386639455479172,0.13720580861638848,Journal,37,793;345;1501;791;1453;982;871
670,Kid western hand face difficult capital.,2021,https://doi.org/10.1000/421565,315,0.0025012506253126563,0.0020785454397728377,0.1378656054157537,Conference,24,187;278;1718;1901;855;1995;23;949
671,Whole finish central situation trade forward instead.,2000,https://doi.org/10.1000/234357,486,0.00400200100050025,0.00491505825242525,0.1495080537156458,Journal,41,1071;958;212;1037;1877
672,Fish light help area region magazine.,2000,https://doi.org/10.1000/805403,113,0.0025012506253126563,0.002085164678976977,0.14450054878670943,Journal,38,229;312;934;1403;758;47;466
673,Which spend traditional question buy.,2019,https://doi.org/10.1000/138101,1,0.004502251125562781,0.006215706893333289,0.14434799826419625,Conference,46,1622;345;1398;728;1520
674,Well let network business.,2007,https://doi.org/10.1000/995332,31,0.0035017508754377185,0.004475282299406781,0.1341004338457422,Journal,15,883;709;1505;92;1357
675,Paper several both ground.,2004,https://doi.org/10.1000/943687,159,0.0015007503751875936,0.0004813069595460791,0.14293191143658032,Conference,36,1510;1315;113;1476;878
676,Local morning policy happen until.,1991,https://doi.org/10.1000/990437,93,0.002001000500250125,0.0009404097877817554,0.12773075960227886,Journal,42,1593;1839;1858;646;1404;1882;1244;1597;20
677,Successful statement unit.,2022,https://doi.org/10.1000/996341,302,0.0025012506253126563,0.002581093606443741,0.13619655586739046,Journal,27,27;396;605;528;1102;1338
678,Partner shoulder able hope chance beat.,2017,https://doi.org/10.1000/936052,208,0.0035017508754377185,0.0012665117968330827,0.15494257763470298,Conference,42,215
679,Up sea protect hot.,2006,https://doi.org/10.1000/500395,69,0.00400200100050025,0.0031442347854639,0.15864880851707538,Journal,41,1805;1542;981;1971;873;1965;977;875
680,Area short require particular nation candidate.,2002,https://doi.org/10.1000/835814,448,0.0025012506253126563,0.0013458139340524978,0.1375242747098888,Journal,35,1973;337;1694;199;484
681,She general notice real sense.,2008,https://doi.org/10.1000/128309,224,0.0025012506253126563,0.0021846474278959874,0.13905196359425118,Conference,48,1757;268;1995;1304;60;1152;1532;978;1473;1581
682,Hit fly he.,1993,https://doi.org/10.1000/688975,58,0.003001500750375187,0.0008517853355304772,0.127602386979563,Journal,10,273;1366;492
683,Others let mention.,2004,https://doi.org/10.1000/541817,365,0.002001000500250125,0.0005017524138195586,0.0989369503854677,Journal,26,432;883;1528;378;1741;1507;1962;1661;150
684,Make send town but.,2025,https://doi.org/10.1000/425540,25,0.005502751375687844,0.009626353016247785,0.1579860679606535,Conference,5,1020
685,Sound audience remain.,2019,https://doi.org/10.1000/442362,474,0.0025012506253126563,0.0012175080361951575,0.12084446601572593,Journal,16,420;274
686,Happy food way often important.,2013,https://doi.org/10.1000/242598,287,0.004502251125562781,0.003974053486589252,0.15997671232340138,Conference,8,1431;1346;1172;7;1403;1158;474
687,Rather sort everyone table.,2003,https://doi.org/10.1000/431786,278,0.006503251625812906,0.007654447829557744,0.1707822108594651,Journal,1,62;144;413
688,Five make answer.,2022,https://doi.org/10.1000/173879,12,0.0050025012506253125,0.006571743417382084,0.149231907532979,Conference,9,1141;1942;983;645;1739;1735;1764;88;158;767
689,Sometimes rule laugh position.,1991,https://doi.org/10.1000/425447,324,0.0025012506253126563,0.0023443405077634644,0.14223423626672904,Conference,19,1884;167;1029;586;1864;831;883
690,Alone like to.,2007,https://doi.org/10.1000/187147,44,0.003001500750375187,0.0013044719723465535,0.12509685766945688,Conference,34,1815;1194;304;1206;515;1391;1450;1447;1752
691,Source red watch tax really.,2018,https://doi.org/10.1000/750019,70,0.00400200100050025,0.006871505109971274,0.14792786706269245,Conference,48,1435;1727;1060;218;1012;913;374;198;595
692,Art resource answer.,1995,https://doi.org/10.1000/435642,440,0.0015007503751875936,5.2692504473950755e-05,0.10293017839048658,Conference,17,219;80;361
693,Adult rich leave include.,2010,https://doi.org/10.1000/267364,480,0.0015007503751875936,0.00016852199507854821,0.1260818024276715,Journal,47,625;1767;685;1381;866;1034;1297;794
694,Case total site point.,1999,https://doi.org/10.1000/941697,277,0.0025012506253126563,0.0017542436283669637,0.13795120299769598,Journal,12,1801;1996;647;1256;1684;453
695,Particularly bed teacher.,2001,https://doi.org/10.1000/179587,286,0.003001500750375187,0.001919827336961879,0.14680386939422801,Conference,25,1379;1968;802;245;1792;198;1003;1661
696,Site walk listen raise page economy.,2025,https://doi.org/10.1000/752836,31,0.00400200100050025,0.004909679092180782,0.15938856264574183,Conference,13,482;23;1387;1667;1566;1341;619
697,White low much Mrs kitchen point.,2024,https://doi.org/10.1000/427542,53,0.004502251125562781,0.005572640748142494,0.1506101720577286,Conference,21,1576;712;1159;1292;1596;307;737;723
698,Sign figure serious.,1997,https://doi.org/10.1000/344195,139,0.003001500750375187,0.002163085321636561,0.15397619981161753,Conference,30,1016;1871;9;390;440;1722
699,Compare them paper.,2019,https://doi.org/10.1000/120280,404,0.00400200100050025,0.002435743757750648,0.1269643750446652,Conference,14,332;1690;633;1930;503;216;1070;73;831
700,Always capital more.,2022,https://doi.org/10.1000/137955,209,0.00400200100050025,0.0042584264234986294,0.15734276804685426,Conference,26,1261;579;734;474;384;1167;124;666;1731
701,Reflect test parent.,2007,https://doi.org/10.1000/691352,326,0.0010005002501250625,0.0,0.0,Journal,26,746;1178;773
702,Boy stop record although threat type.,2002,https://doi.org/10.1000/981816,398,0.0035017508754377185,0.004283845667850364,0.1380154709702083,Journal,47,736;1931;1310;1929;306
703,Say there cultural word.,2001,https://doi.org/10.1000/330784,491,0.003001500750375187,0.0010783627326375828,0.122687827900698,Conference,33,1666
704,Smile myself energy make they.,2006,https://doi.org/10.1000/954934,88,0.0015007503751875936,0.0008753912177846367,0.12589427371806167,Journal,26,1676;795;1133;1830;1986;717;973;1174;1806;1889
705,Speech rule college agreement.,2021,https://doi.org/10.1000/353464,347,0.0050025012506253125,0.008071851908618073,0.15771972055237912,Conference,26,1699;594;1158;464;683;1948;602;75;1925;1387
706,Difference sell support.,2023,https://doi.org/10.1000/682035,156,0.002001000500250125,0.0015077230594761123,0.140292127121177,Journal,26,1;272;835;31;1057;805;1224
707,Turn foreign question better.,2004,https://doi.org/10.1000/196805,283,0.0005002501250625312,0.0,0.0,Conference,7,150;377;1084;908;1015;872;775;1017;174;1382
708,Little grow structure force cold.,2009,https://doi.org/10.1000/506767,107,0.003001500750375187,0.0015668893546557864,0.1510453136153393,Conference,12,1836;1472;346;524;1336;1074;916;1191;176;1634
709,Follow ask fast science information.,2014,https://doi.org/10.1000/530047,360,0.0035017508754377185,0.0021841359251062245,0.13521232699112373,Journal,12,408;2;1419;336
710,Surface pattern us.,2014,https://doi.org/10.1000/614431,217,0.002001000500250125,0.0,0.0,Journal,17,1057;1980;878
711,Federal evidence special economic once claim.,1991,https://doi.org/10.1000/523069,286,0.0035017508754377185,0.0022626916109605173,0.15424342681580291,Journal,43,1243;1916;610;505;1745;1981;224;788;1003;488
712,Away too goal.,2000,https://doi.org/10.1000/265665,478,0.002001000500250125,0.0005776958531113384,0.12043507355683399,Journal,23,1134;1490
713,Push skill heart source take.,2001,https://doi.org/10.1000/526924,219,0.0010005002501250625,9.644499111454811e-05,0.11453709972455137,Journal,50,1260;806
714,Determine mission store she.,2007,https://doi.org/10.1000/643117,361,0.00400200100050025,0.003754154194561878,0.14298940154656203,Journal,28,991;1918
715,Ago economic story side.,2001,https://doi.org/10.1000/187977,128,0.0015007503751875936,0.0007996428057765921,0.1374285797607324,Conference,5,823;1618;140;423;1619;353;768;450
716,Believe usually there.,2020,https://doi.org/10.1000/823065,69,0.0025012506253126563,0.0023845996819755813,0.14943263981717636,Conference,47,90;92;1713;1827;469;693;1963;1254
717,Time history later others table different.,2020,https://doi.org/10.1000/946274,286,0.00400200100050025,0.0023632828549393576,0.1444183661541528,Journal,47,878
