id,title,year,n_citation,doc_type,reference_count,references,doi
2029706450,An Incremental Algorithm for a Generalization of the Shortest-Path Problem,1996.0,299,Journal,14.0,1545707055;1975638108;1989111470;2005395736;2045102550;2063301486;2065002018;2071845176;2072797026;2084224084;2104464431;2149342630;2164485560;2169528473,https://doi.org/10.1006/jagm.1996.0046
2484086571,Efficient NP Tests for Anomaly Detection Over Birth-Death Type DTMCs,2018.0,3,Conference,24.0,2011765582;2026493302;2038819732;2044017907;2070535792;2086469601;2086600682;2097511040;2109169614;2111184007;2113049098;2116193344;2117839996;2122646361;2124881057;2127240422;2128020477;2129281431;2130293653;2132174924;2139714414;2167638158;2170647963;2951184396,https://doi.org/10.1007/s11265-016-1147-0
1760473680,Ensemble of tensor classifiers based on the higher-order singular value decomposition,2012.0,6,Conference,11.0,1601707016;1975314995;2013912476;2024165284;2060225944;2100659887;2113055885;2124868070;2125186487;2140831914;2158275940,https://doi.org/10.1007/978-3-642-28931-6_55
2342582448,Power Performance Profiling of 3-D Stencil Computation on an FPGA Accelerator for Efficient Pipeline Optimization,2016.0,6,Journal,12.0,1586293437;1988923224;1990617521;2018319947;2039952078;2071206553;2072118783;2090997799;2111755315;2137966900;2150271548;2161775046,https://doi.org/10.1145/2927964.2927967
1984558791,Image reconstruction with a shift-variant filtration in circular cone-beam CT†,2004.0,20,Journal,7.0,1570909928;1981061118;2023749508;2104455377;2119300750;2166227411;2170521424,https://doi.org/10.1002/ima.20026
2000949412,A pancake-resolver model for sensor manufacturers,2011.0,0,Journal,5.0,1976777900;1991013029;2089133353;2121484818;2145332966,https://doi.org/10.1504/IJCAT.2011.043883
2026125573,On permanents and the zeros of rook polynomials,1976.0,22,Journal,1.0,2013333285,https://doi.org/10.1016/0097-3165(76)90068-6
2883207527,Numerical study of dynamic properties of fractional viscoplasticity model,2018.0,2,Journal,3.0,1965839417;2429492032;2789423153,https://doi.org/10.3390/sym10070282
1603000285,The Design and Implementation of Color Matching System Based on Back Propagation,2002.0,2,Conference,8.0,1968353560;1970692740;1971735090;1971784203;2023878666;2042351117;2060316422;2144066200,https://doi.org/10.1007/3-540-48035-8_54
2041034867,Fully Parallel Associative Memory Architecture with Mixed Digital-Analog Match Circuit for Nearest Euclidean Distance Search,2006.0,3,Conference,3.0,105839122;2128228413;2160470511,https://doi.org/10.1109/APCCAS.2006.342424
1557529807,Designing fuzzy rule base using hybrid elite genetic algorithm and tabu search: Application for control and modeling,2013.0,4,Conference,25.0,20030223;1613163860;1639032689;1996340840;1998326571;2002592134;2015700124;2019207321;2068142293;2068439233;2079325629;2101915370;2104670598;2117087435;2117217856;2126066766;2131683518;2132470430;2133267871;2138484437;2162635690;2163124052;2164525173;2164531580;2912565176,https://doi.org/10.3233/HIS-130177
2119982691,Uniform Algorithms for Deterministic Construction of Efficient Dictionaries,2004.0,2,Conference,11.0,1556190090;1599325086;1977292605;2051049045;2055706406;2074286662;2077229436;2126532003;2144399314;2165621523;2912435829,https://doi.org/10.1007/978-3-540-30140-0_53
2037449167,End-to-End Flow Control in Computer Networks with Noisy Channels and Quasi-Cut-Through Switching,1987.0,2,Journal,2.0,2055928795;2065742943,https://doi.org/10.1109/TC.1987.5009482
107038513,A Dynamic Web Service and Business Process Logic Composition and Consistency,2012.0,0,Conference,21.0,133145696;190462719;1590621670;1859746003;1978478796;2012024302;2024910177;2045827319;2059661024;2100095098;2100259345;2104807732;2123483233;2123986639;2129254422;2135128114;2138678575;2157418168;2158560114;2293287097;2610560063,https://doi.org/10.1007/978-3-642-30567-2_42
2477174230,A data-driven approach for cooperative wind farm control,2016.0,5,Conference,3.0,1746819321;2099201756;2157394646,https://doi.org/10.1109/ACC.2016.7524967
21944378,Automatic building of an appropriate global ontology,2011.0,4,Conference,21.0,30195600;99074691;1481690646;1482134990;1558045115;1574223452;1574656589;1586850883;1591086693;1620530708;1911282740;1969713547;1990159861;1992673035;1996606311;2076291573;2107537985;2112977402;2119710029;2136480620;2137862151,https://doi.org/10.1007/978-3-642-23737-9_31
2114154072,Chip-Level Redundancy in Distributed Shared-Memory Multiprocessors,2009.0,6,Conference,21.0,1566296806;2096864363;2102480715;2102863623;2104086123;2107448970;2114548296;2116015411;2116059696;2116989825;2118033476;2123845384;2125169487;2129673456;2147504831;2151845324;2152356827;2153985887;2162351670;2163329643;2170454670,https://doi.org/10.1109/PRDC.2009.39
2594458255,Minimax lower bounds for ridge combinations including neural nets,2017.0,7,Conference,9.0,1735424305;2011638021;2095734615;2099579348;2112027492;2148596757;2159700154;2166116275;2593087291,https://doi.org/10.1109/ISIT.2017.8006754
2088429322,Short communication: Simultaneous place and object recognition using collaborative context information,2009.0,3,Journal,13.0,1505641881;2017994260;2019055782;2056591618;2108213377;2113926057;2125806710;2128554449;2138826255;2147953023;2151103935;2152436495;2159727956,https://doi.org/10.1016/j.imavis.2008.07.010
2956181891,Preservation of the mean residual life order for coherent and mixed systems,2019.0,0,Journal,2.0,1984549281;2771920382,https://doi.org/10.1017/jpr.2019.11
2011625564,Optimized frequency compensation topology for low-power three-stage OTAs,2013.0,1,Conference,10.0,2016148407;2020763844;2021570329;2029516414;2072816683;2081968211;2129167251;2154237706;2161583624;2167225414,https://doi.org/10.1109/ECCTD.2013.6662317
2979588510,Accelerating and tuning small matrix multiplications on Sunway TaihuLight: A case study of spectral element CFD Code Nek5000:,2019.0,0,Journal,8.0,2030859425;2109241917;2475126267;2502318050;2621991888;2753495321;2775348209;2793489890,https://doi.org/10.1177/1094342019882246
1976235967,Stream combination: adaptive IO scheduling for streaming servers,2006.0,2,Journal,10.0,195637256;1555402860;2015521740;2082993844;2109488193;2113604202;2113735491;2130181800;2147784273;2164965053,https://doi.org/10.1145/1279711.1279717
2118331955,Automated robot trajectory planning for spray painting of free-form surfaces in automotive manufacturing,2002.0,60,Conference,3.0,2105540507;2124502990;2166858246,https://doi.org/10.1109/ROBOT.2002.1013401
1753408070,"A comparative analysis of clustering methodology and application for market segmentation: K-means, SOM and a two-level SOM",2006.0,4,Conference,11.0,1578907434;1606169904;2002458417;2038335163;2051224630;2061008146;2108323654;2110802877;2119479037;2142936609;2171975443,https://doi.org/10.1007/11875604_50
2171851311,A 3.6 $mu$ s Latency Asynchronous Frame-Free Event-Driven Dynamic-Vision-Sensor,2011.0,98,Journal,21.0,1543644792;1604558949;2049767724;2057345520;2112980946;2114004322;2114291424;2117825662;2120486516;2127311482;2129066464;2137609251;2144187604;2144706092;2146106467;2147030841;2148502287;2154891463;2171843744;2176428682;2535068480,https://doi.org/10.1109/JSSC.2011.2118490
1965568826,Abstraction from demonstration for efficient reinforcement learning in high-dimensional domains,2014.0,10,Journal,64.0,13294968;131663416;166862392;171213352;186800770;1488730473;1500126690;1541084404;1556824961;1592847719;1593369214;1598052524;1600046456;1640646391;1678414046;1726275262;1949804828;1963873191;1968768508;1969477885;1971014294;1986014385;1999874108;2011233848;2014932765;2020753891;2052684427;2069192723;2073384958;2075268401;2089933214;2101234009;2103285838;2105888179;2106216496;2107628283;2108734173;2109910161;2111020392;2112264645;2116157560;2116339921;2118022839;2118556122;2120346334;2121863487;2122480991;2123958887;2125055259;2126410641;2127572219;2130005627;2130652100;2138326839;2143435603;2151620419;2155027007;2158738729;2160808139;2161252410;2161336914;2161485371;2397240726;2407045295,https://doi.org/10.1016/j.artint.2014.07.003
2117640304,A conceptual framework to evaluate performance of non-profit social service organisations,2007.0,27,Journal,2.0,2013671481;2094250242,https://doi.org/10.1504/IJTM.2007.011808
2086992555,Scheduling uniform parallel machines subject to a secondary resource to minimize the number of tardy jobs,2007.0,32,Journal,8.0,1976380858;1991212325;2015791519;2063959439;2076760932;2083071196;2086172248;2126935771,https://doi.org/10.1016/j.ejor.2006.03.028
1992430900,Team Learning and Reflexivity in Technology-Mediated Collaboration,2011.0,4,Journal,19.0,124995471;1554947157;1563826891;2043844301;2077688973;2114772011;2129539485;2131145879;2136133021;2143778610;2148645064;2151128815;2155103649;2155106219;2155225996;2156274117;2165040403;2169581318;2912274390,https://doi.org/10.4018/jkm.2011100102
2158816191,Content-based access to art paintings,2005.0,31,Conference,3.0,1580865810;1981615795;2002136363,https://doi.org/10.1109/ICIP.2005.1530116
2802823212,Image Completion with Smooth Nonnegative Matrix Factorization,2018.0,1,Conference,28.0,72554878;109238285;206759535;1246381107;1544292035;1568416770;1846534543;1893463465;1970927595;1985915435;1986410784;1994040806;2013029404;2039844283;2046793177;2060204507;2076261573;2101837437;2103972604;2150415460;2164278908;2168230675;2169466597;2231401999;2405400056;2565751750;2725509502;2752697023,https://doi.org/10.1007/978-3-319-91262-2_6
2904649910,Exploring Character Shapes for Unsupervised Reconstruction of Strip-Shredded Text Documents,2019.0,0,Journal,26.0,1536655913;1600965299;1638853996;1906000550;1938449866;1940820408;1976015505;2001642682;2008325620;2034189266;2041222388;2041904910;2046918439;2064682659;2065429801;2084943040;2107105977;2109536974;2126626732;2163113724;2288119629;2318684976;2469587389;2543788071;2626859353;2770724100,https://doi.org/10.1109/TIFS.2018.2885253
2017477753,Regularized estimation of magnitude and phase of multi-coil B1 Field Via Bloch-Siegert B1 mapping and coil combination optimizations,2014.0,4,Journal,11.0,1541580970;1986193918;2020363482;2036200304;2041883052;2049609055;2078336776;2099801199;2117026441;2140804420;2168543121,https://doi.org/10.1109/TMI.2014.2329751
2276650457,Optimum QoS classes in interworking of next generation networks,2007.0,4,Journal,5.0,2097692570;2114928368;2122233038;2131169341;2134197989,https://doi.org/10.1109/JCN.2007.6182879
2064275238,Robust and reliable step counting by mobile phone cameras,2015.0,11,Conference,10.0,2008891225;2028069165;2065241879;2070624464;2073459066;2074719126;2116678161;2145023731;2155912251;2584333262,https://doi.org/10.1145/2789116.2789120
2497032337,An Antivibration Time-Delay Integration CMOS Image Sensor With Online Deblurring Algorithm,2016.0,1,Journal,12.0,137513545;233979554;1974414109;1976040190;2065723869;2069370524;2082087395;2103867893;2112305552;2121689659;2152635335;2164597282,https://doi.org/10.1109/TCSVT.2015.2469117
2783776003,Image Aesthetics and Content in Selecting Memorable Keyframes from Lifelogs,2018.0,1,Conference,15.0,1550456461;1896080482;1921097329;2024828227;2060269880;2065269597;2080754665;2097430540;2129801985;2159536175;2166823564;2210572927;2288514685;2418752396;2467531333,https://doi.org/10.1007/978-3-319-73603-7_49
2066042768,"The minimum order of complete caps in $PG(4,4)$",2011.0,8,Journal,4.0,1985188998;1993521812;2056944844;2084034274,https://doi.org/10.3934/amc.2011.5.37
2062484497,Probabilistic inductive inference: a survey,2001.0,8,Journal,28.0,1503797810;1508131291;1514176268;1520252399;1560753731;1579247578;1967434608;1969005071;1987551302;1999116843;1999832284;2016667952;2017636732;2019363670;2025962687;2025980794;2036869460;2047010630;2054889512;2056904252;2061079066;2064496697;2067619284;2068987837;2119186648;2157754184;2171918964;2173983769,https://doi.org/10.1016/S0304-3975(00)00218-8
2600077227,Corpus-Based Translation Induction in Indian Languages Using Auxiliary Language Corpora from Wikipedia,2017.0,1,Conference,61.0,23015468;113606665;165057458;236925592;1482316958;1541966623;1567365482;1590839732;1626233182;1693107767;1762503104;1833099394;1964209958;1972871876;2003948532;2006969979;2024732135;2033593667;2042891399;2058236194;2067438047;2072976288;2080100102;2081214258;2086511124;2091889711;2099534719;2102028293;2102749417;2104042555;2105813426;2111666304;2115008667;2117831564;2118606687;2119727789;2120779048;2121745180;2124639706;2133837072;2139812240;2140406733;2141766660;2143927888;2148086098;2149393279;2154558620;2155983311;2157076169;2158207953;2158246688;2167265720;2170204377;2250229103;2250360382;2250413370;2251159649;2251352461;2252213301;2252224218;2293721133,https://doi.org/10.1145/3038295
146479955,"Using the Eclipse C/C++ Development Tooling as a Robust, Fully Functional, Actively Maintained, Open Source C++ Parser",2012.0,9,Conference,7.0,107727434;1562942180;2000166745;2066725934;2090402260;2129075596;2394553726,https://doi.org/10.1007/978-3-642-33442-9_45
2142652110,Maximum-likelihood array processing in non-Gaussian noise with Gaussian mixtures,2000.0,117,Journal,22.0,1574511437;2075721610;2090705694;2096710051;2099433057;2106233398;2116414176;2120487365;2122674423;2127657009;2129267223;2130458564;2130991928;2143341862;2144833976;2149755721;2150070410;2154191559;2157887330;2161465499;2161623414;2165155912,https://doi.org/10.1109/78.887045
2027722005,Group-specific stochastic production frontier models with parametric specifications,2010.0,14,Journal,2.0,2073174219;2084922248,https://doi.org/10.1016/j.ejor.2009.01.030
2914376618,Pareto Optimal Set Approximation by Models: A Linear Case,2019.0,0,Conference,31.0,206472054;641771830;1570136276;1676422771;1967157470;2007250943;2020320008;2020372696;2022485595;2030255339;2033656756;2042438268;2047845931;2048487010;2079388550;2084623052;2087812386;2092836066;2098090548;2098907614;2105245738;2116961716;2140886193;2143381319;2145839659;2150046657;2342632173;2519112510;2548424203;2558510614;2588308923,https://doi.org/10.1007/978-3-030-12598-1_36
2151409179,A Simulation Research on a Biased Estimator in Logistic Regression Model,2012.0,5,Conference,1.0,2047028564,https://doi.org/10.1007/978-3-642-34289-9_43
2001743409,SEGR: A secure and efficient group roaming scheme for machine to machine communications between 3GPP and WiMAX networks,2014.0,22,Conference,18.0,1977204260;1985492690;2005208104;2012382733;2013849380;2040049909;2043301346;2055817410;2059148836;2067341239;2074423663;2097422349;2099577676;2112017000;2131487642;2132247362;2151648452;2171072531,https://doi.org/10.1109/ICC.2014.6883452
2052672360,Kazhdan-Lusztig polynomials for certain varieties of incomplete flags,1998.0,12,Journal,1.0,1975812773,https://doi.org/10.1016/S0012-365X(97)00124-6
2001628951,Genetic algorithm application to analog integrated circuit design,2012.0,0,Journal,2.0,1553010236;2142183404,https://doi.org/10.1504/IJRIS.2012.051721
2083114261,The Hiser Group: pioneering usability and user interface design in Australia,1996.0,0,Conference,1.0,2016478642,https://doi.org/10.1145/257089.257217
1895735786,Applications of nonlinear prediction methods to the Internet traffic,2001.0,35,Conference,2.0,1663792126;2105818147,https://doi.org/10.1109/ISCAS.2001.921273
2517665472,Improving the similarity estimation via score distribution,2016.0,5,Conference,25.0,1123427201;1556531089;1566135517;1820015093;1935207225;1972195523;1976879861;1989799483;2012592962;2101098151;2128017662;2130556178;2131846894;2136885397;2141362318;2142126424;2142385580;2146983301;2147238549;2151103935;2154952031;2155893237;2156365280;2157364932;2163605009,https://doi.org/10.1109/ICME.2016.7552945
1781950875,Visualizing and formalizing risk information: an experiment,2004.0,6,Conference,4.0,1977379812;1991650436;2041898915;2049624350,https://doi.org/10.1109/METRICS.2004.43
1261642759,Social Media Marketing in Luxury Retail,2015.0,2,Journal,1.0,2110292601,https://doi.org/10.4018/IJOM.2015040102
607489306,Application of the Horizontal Membership Function to the Uncertain Displacement Calculation of a Composite Massless Rod Under a Tensile Load,2015.0,11,Journal,4.0,219433537;1480261419;2404002348;2912565176,https://doi.org/10.1007/978-3-319-15147-2_6
2016422446,Time to Diagnosis: Accounting for Differential Endpoint Follow-up in Multi-Cohort Studies,2015.0,0,Journal,1.0,1570622790,https://doi.org/10.1080/03610918.2013.773344
194336506,Influence of Aerodynamics and Proximity Effects in Quadrotor Flight,2013.0,84,Conference,4.0,2065894019;2094110320;2098711104;2162991084,https://doi.org/10.1007/978-3-319-00065-7_21
2338021995,Developing new pathways into the biomedical informatics field: the AMIA High School Scholars Program,2016.0,4,Journal,3.0,1993319134;2125782610;2146667499,https://doi.org/10.1093/jamia/ocw036
2606121346,With whom do researchers collaborate and why,2017.0,13,Journal,21.0,421174974;1965177842;1987334994;1996807062;2015739448;2021082438;2045709178;2045800290;2066364419;2094193531;2108636972;2135942694;2147988994;2157497624;2157996134;2168595914;2171283550;2180348995;2762566243;2912758544;2921299838,https://doi.org/10.1007/s11192-017-2386-y
2110876254,Driving the citizen-oriented information on the electronic highway,1995.0,5,Conference,2.0,100129314;1523986167,https://doi.org/10.1109/MMCS.1995.484917
1480298180,Building a Network Community Support System on the Multi-agent Platform Shine,2000.0,6,Conference,11.0,1543241892;1585625914;1895273801;1956559956;1975814789;1993251552;2045731043;2074011351;2075644425;2124591829;2168672269,https://doi.org/10.1007/3-540-44594-3_7
2615438358,User Experience (UX) of a Big Data Infrastructure,2017.0,2,Conference,15.0,152344547;242205325;1012831830;1430588571;1964016771;1988866454;2049864245;2093019598;2154686027;2236183277;2401515530;2480231321;2485654646;2495588278;2499373474,https://doi.org/10.1007/978-3-319-58524-6_37
2316537776,An Auction-Based Approach for Group Task Allocation in an Open Network Environment,2016.0,7,Journal,39.0,15087554;15267144;67301991;1480944602;1496069628;1500110719;1519791772;1672284634;1794779762;1950636128;1971441460;1974240921;1976037760;1981846783;2012701228;2028556886;2047116575;2060507501;2096205894;2104496369;2104862135;2107783503;2114225169;2115702007;2124184671;2126735464;2134231997;2134661798;2134763285;2141833837;2143082482;2146840150;2149466888;2156944801;2166250796;2167307376;2168957479;2169398118;2170020038,https://doi.org/10.1093/comjnl/bxv061
28734399,A Morphological Approach to the Generalised 2-stage Stock-Cutting Problem,1993.0,1,Conference,3.0,2018182024;2088674138;2148404167,https://doi.org/10.1007/3-540-57233-3_41
2068301978,Optimal torque and stiffness control in compliantly actuated robots,2012.0,13,Conference,12.0,1503590361;1986090102;2041385840;2060281402;2066557929;2067103553;2117567237;2128137193;2129936198;2139086916;2169706473;2296332329,https://doi.org/10.1109/IROS.2012.6385991
2214058000,A Distributed Energy-Efficient Algorithm for Cellular Target Tracking in Wireless Sensor Networks,2015.0,0,Conference,12.0,1851360930;2024661490;2024813385;2033949141;2042657664;2049462406;2050877865;2076538312;2116299102;2126105956;2160337655;2168138985,https://doi.org/10.1007/978-3-319-23868-5_6
2035825860,Page-queries as a tool for organizing secondary memory auxiliary databases II: optimal selection of SADB contents,1993.0,1,Journal,16.0,1499001767;1552081212;1569570229;1977570286;1996641400;2012582757;2031226847;2047809518;2061200062;2078524330;2079872034;2083486134;2085965844;2116476518;2165456041;2167679350,https://doi.org/10.1016/0020-0255(93)90042-K
1978517199,A quantitative analysis of the .NET common language runtime,2008.0,8,Journal,7.0,1555915743;1600332495;1989883139;2020191041;2050289144;2109956405;2129170722,https://doi.org/10.1016/j.sysarc.2007.11.004
2141230399,Real-time specification and modeling with joint actions,1991.0,10,Conference,31.0,1429790969;1510208868;1520032443;1569068921;1571449242;1602042226;1778175466;1974211777;1980289211;1987120621;1989877393;1999494033;2005952505;2013173096;2015688007;2038814435;2085609181;2098701214;2102802720;2106297337;2110425399;2111980468;2121372686;2131053137;2133662917;2137865376;2149325295;2154327223;2154710621;2764860489;2914206182,https://doi.org/10.1016/0167-6423(93)90024-J
2810380087,Advanced tools for the control engineer in Industry 4.0,2018.0,2,Conference,3.0,1650440775;1974267990;2081306301,https://doi.org/10.1109/icphys.2018.8390766
2345598659,Interactive Technology for Inclusive Play,2016.0,0,Conference,12.0,1985940387;1998474162;2010764013;2016834520;2087118464;2107054196;2114753832;2129229592;2142070000;2156131044;2404511407;2966755953,https://doi.org/10.1145/2851581.2859024
1966203219,A memory aid with remote communication using distributed technology,2005.0,16,Conference,3.0,1593374757;2139014488;2145791110,https://doi.org/10.1007/s00779-004-0259-x
1541239238,Bounds on the quality of approximate solutions to the group Steiner problem,1990.0,32,Conference,7.0,1591968161;1975290397;1975442866;1990317614;1996668544;2011039300;2084224084,https://doi.org/10.1007/3-540-53832-1_36
2162570098,A register file with transposed access mode,2000.0,43,Conference,1.0,2091524047,https://doi.org/10.1109/ICCD.2000.878341
2947774971,"Socialising around media. Improving the second screen experience through semantic analysis, context awareness and dynamic communities",2019.0,0,Journal,34.0,1172683740;1547086561;1566772816;1630964756;1640082718;1781794689;1882088395;1921271055;1995708272;2013218613;2028140375;2046011722;2054298960;2066792529;2116502002;2137998396;2139694940;2145977038;2146659228;2148672326;2149684865;2149857793;2153635508;2158908968;2164433800;2167967752;2295004760;2397571699;2410378330;2460474657;2733894020;2759336060;2911964244;2917688138,https://doi.org/10.1007/s11042-019-7706-1
2090997005,Interactive theatre via mixed reality and Ambient Intelligence,2008.0,10,Journal,4.0,1977025106;2149891956;2159694746;2164750190,https://doi.org/10.1016/j.ins.2007.08.029
2748709485,The Implications of Twitterbot Generated Data Traffic on Networked Systems,2017.0,3,Conference,5.0,176212337;1969568357;2139786076;2411456514;2769471736,https://doi.org/10.1145/3123878.3131983
1804411496,Theories = Signatures + Propositions Used as Types,1994.0,0,Conference,11.0,1511621732;1829244603;1901645307;1934225790;1986402635;2062145157;2072898606;2073837713;2089440623;2128057448;2149587963,https://doi.org/10.1007/3-540-60156-2_11
2772009322,CHAT: Clustered hierarchical key management for wireless sensor networks using network topology:,2017.0,0,Journal,10.0,1566345534;1965777041;2008102763;2013613544;2019267322;2054251041;2093947106;2110342956;2169411444;2169528473,https://doi.org/10.1177/1550147717741570
2002889841,Binary (generalized) post correspondence problem,2002.0,33,Journal,7.0,1503991720;1505482284;1581057604;1584587517;1974831466;1985369251;2081053438,https://doi.org/10.1016/S0304-3975(01)00157-8
2034084053,Perceptual correlates of sentence-type intonation in Russian and Japanese,2001.0,14,Journal,1.0,84268131,https://doi.org/10.1006/jpho.2001.0137
2022168080,On the capacity of permanent memory,1985.0,103,Journal,3.0,1970221790;1986389751;2170971734,https://doi.org/10.1109/TIT.1985.1056994
2155831461,Towards a Model of Information Aesthetics in Information Visualization,2007.0,81,Conference,14.0,1516293359;1582435952;1986998155;2029709911;2049335983;2070721937;2078569098;2093772787;2105683323;2132881639;2138199375;2142448246;2162147429;2171465662,https://doi.org/10.1109/IV.2007.114
2313320453,Hyperspectral Band Selection for Anomaly Detection: The Role of Data Gaussianity,2016.0,2,Journal,16.0,1971358070;1991190032;1998691552;2026447480;2037034832;2041709052;2047870694;2058795991;2067411036;2078491260;2097900616;2109836508;2117513046;2123649031;2142009246;2170974716,https://doi.org/10.1109/JSTARS.2015.2487638
2103672195,SafeBTW: A Scalable Optimistic Yet Non-risky Synchronization Algorithm,2012.0,1,Conference,2.0,2006537277;2132125917,https://doi.org/10.1109/PADS.2012.39
2774229879,Development of an electro-mechanic control system for seed-metering unit of single seed corn planters Part I: Design and laboratory simulation,2018.0,2,Journal,1.0,2603753857,https://doi.org/10.1016/j.compag.2017.11.035
2962740716,Learning local feature aggregation functions with backpropagation,2017.0,1,Conference,13.0,24089286;1606858007;2012592962;2041638941;2104170135;2105101328;2109235804;2151103935;2151259137;2155490028;2161565164;2164996087;2611939200,https://doi.org/10.23919/eusipco.2017.8081307
1970313909,The Design of Easily Testable VLSI Array Multipliers,1984.0,108,Journal,8.0,1666015432;2005960695;2034476614;2052426900;2062371155;2145501384;2150255775;2532227279,https://doi.org/10.1109/TC.1984.1676480
2084165293,Strength pareto particle swarm optimization and hybrid ea-pso for multi-objective optimization,2010.0,91,Journal,20.0,1532399581;1575594090;1600188168;1606852530;1651131057;1968318098;2020320008;2068371654;2106334424;2116661285;2119545786;2126105956;2139386984;2140882991;2141480229;2143554843;2152551290;2164531580;2165171393;2169245194,https://doi.org/10.1162/evco.2010.18.1.18105
1977425532,Methods for the combination of kernel matrices within a support vector framework,2010.0,32,Journal,34.0,1480376833;1480708938;1492107889;1501162218;1510073064;1540155273;1546205078;1560805346;1565746575;1818450980;1823600381;1865546541;1979840843;2000525448;2021404082;2031823405;2076987263;2088032561;2118286367;2119821739;2123068691;2123818990;2129971280;2131620401;2138893893;2142387771;2145295623;2150884987;2151537459;2151996692;2157656721;2170356051;2429914308;2912522929,https://doi.org/10.1007/s10994-009-5135-5
2133318966,Patient stratification with competing risks by multivariate Fisher distance,2009.0,9,Conference,10.0,1970789124;2011995986;2032346219;2088538739;2094150678;2096764140;2153136563;2164929187;2165080652;2170983365,https://doi.org/10.1109/IJCNN.2009.5179077
1969278445,Modular Organization of Brain Resting State Networks in Chronic Back Pain Patients,2010.0,34,Journal,8.0,1974764791;1983434966;2002367251;2033403400;2094426896;2117621792;2155050791;2164262344,https://doi.org/10.3389/fninf.2010.00116
2052207846,Value-Based Requirements Prioritization: Usage Experiences☆,2013.0,19,Journal,2.0,1497323585;2042168315,https://doi.org/10.1016/j.procs.2013.01.084
2905810403,Adaptive control of bi-directionally coupled Lorenz systems with uncertainties,2019.0,0,Journal,5.0,1965346080;2034658961;2081565858;2086204113;2293747114,https://doi.org/10.1016/j.jfranklin.2018.10.029
1980838974,A neural network for identification of economic indicators using an answer‐in‐weights scheme,1998.0,0,Journal,2.0,1902150074;2101240681,https://doi.org/10.1002/(SICI)1520-684X(199805)29:5<29::AID-SCJ4>3.0.CO;2-P
2108405498,An efficient synchronization scheme of multimedia streams in wireless and mobile systems,2002.0,17,Journal,21.0,1491104114;1531228413;1561184144;1974908832;1992827720;1997482856;2011040937;2032946535;2038122051;2050353731;2108172568;2116436884;2118706864;2141590407;2148321320;2151655578;2165728895;2168549982;2168779437;2169064693;2314593858,https://doi.org/10.1109/TPDS.2002.1036065
1941748063,ELES-Model Based Housing Affordability Comparative Research of Urban Households in Beijing Between 2004 and 2014,2015.0,0,Journal,2.0,2116851021;2209961405,https://doi.org/10.1007/s40745-015-0043-y
2025564009,Formalization of software models for cyber-physical systems,2014.0,1,Conference,12.0,170857486;1536621678;1574030932;1853368733;1984936841;1987476862;2014019774;2023928171;2028025798;2081620490;2125094547;2158786470,https://doi.org/10.1145/2593489.2593495
2802669369,A Notification Transmission Mechanism for Sensor Nodes Based on Sensing Contents in IoTs,2018.0,0,Journal,4.0,1670423116;2122102131;2133540137;2754393457,https://doi.org/10.1016/j.procs.2018.03.055
2003289577,On the usage of GPUs for efficient motion estimation in medical image sequences,2011.0,5,Journal,8.0,1555915743;1762731526;2118877769;2119310316;2133584444;2145360090;2147555557;2154504070,https://doi.org/10.1155/2011/137604
1549934595,Experiments in fair scheduling in 4G WiMAX and LTE,2015.0,5,Conference,4.0,2053639795;2078957945;2108333571;2167291945,https://doi.org/10.1109/HPCSim.2015.7237050
2143428957,Information-Theoretic Analysis of Input Strokes in Visual Object Cutout,2010.0,3,Journal,38.0,1507028917;1516029338;1517928915;1553286574;1890779811;1934021597;1999478155;2025818287;2080379754;2102354443;2104125540;2107304570;2117435890;2121927366;2121947440;2124351162;2125637308;2129823392;2132569499;2133267925;2133329826;2133442079;2146531254;2148799933;2150430720;2157244733;2157887643;2158563300;2163025569;2163803565;2165734775;2169551590;2169827072;2171898823;2293105860;2293582523;2294819727;2533218643,https://doi.org/10.1109/TMM.2010.2064759
1981360541,On the isomorphisms of Cayley graphs of Abelian groups,2002.0,6,Journal,17.0,1967950301;1971742820;1974308319;1980897883;1981279072;2020496823;2020671052;2027077411;2029981401;2031171110;2054517490;2066522264;2067685704;2117862969;2750613291;2750738235;2986942488,https://doi.org/10.1006/jctb.2002.2111
1969225239,"Design, Realization and Evaluation of a Component-based, Compositional Network Simulation Environment",2009.0,12,Journal,20.0,78171367;202080098;1536294735;1597755753;1970609513;1971855334;2009124494;2029737795;2038394915;2042895571;2115505574;2116282119;2126768587;2138288462;2141421176;2145198503;2147983411;2156874421;2163773423;2165135100,https://doi.org/10.1177/0037549708099998
2792332680,High-resolution Functional Magnetic Resonance Imaging Reveals Configural Processing of Cars in Right Anterior Fusiform Face Area of Car Experts,2018.0,3,Journal,6.0,1986942105;1992707148;2036710474;2043039947;2130841811;2567042019,https://doi.org/10.1162/jocn_a_01256
1585277056,Statistical supports for frequent itemsets on data streams,2005.0,2,Conference,19.0,32875472;43458232;97587332;1493892051;1539246860;1564015926;1580803093;2009727399;2017062116;2030021585;2069980026;2113139394;2114624736;2125227861;2132851185;2152632881;2161067131;2167973519;2597765082,https://doi.org/10.1007/11510888_39
1659517525,Digital self-interference cancellation for Full-Duplex MIMO systems,2015.0,3,Conference,13.0,2017717477;2049516452;2078325625;2089665343;2099692390;2112300062;2122125652;2128938148;2143524521;2159339877;2160030828;2165943096;2202426288,https://doi.org/10.1109/IWCMC.2015.7289117
